,0,1,2,3,4,5
2464,106627150,2/9/15 0:00,2:01:34 PM,DOF,"""Parking Ticket Lookup - Ticket or Plate Number Known""","""Information Provided"""
2465,106581347,2/7/15 0:00,12:12:55 PM,NYPD,"""Vehicle Blocking Driveway Complaint""","""CSMS SR"""
2466,106580144,2/7/15 0:00,2:57:55 PM,NYPD,"""Find a Police Precinct or PSA by Location""","""Information Provided"""
2467,105971942,1/13/15 0:00,2:22:41 PM,HPD,"""Apartment Maintenance Complaint""","""Internal Transfer"""
2468,106538744,2/5/15 0:00,9:50:23 AM,HPD,"""Garbage or Recycling Storage Complaint in Residential Building""","""Internal Transfer"""
2469,105714652,1/1/15 0:00,2:28:46 AM,3/1/01,"""New Year's Holiday Information""","""Information Provided"""
2470,105907858,1/11/15 0:00,11:24:26 AM,NYPD,"""Find a Police Precinct or PSA by Name""","""Transfer to City Agency"""
2471,106783978,2/16/15 0:00,8:06:12 AM,3/1/01,"""Contact Information - Directory Assistance""","""Information Provided"""
2472,105757030,1/4/15 0:00,2:17:13 AM,NYPD,"""Noise from Store or Business""","""CSMS SR"""
2473,106240975,1/24/15 0:00,5:17:27 PM,NYPD,"""Noise from Neighbor""","""CSMS SR"""
2474,105971094,1/13/15 0:00,1:57:13 PM,3/1/01,"""City Worker or Agency Complaint or Compliment""","""CSMS SR"""
2475,105907657,1/11/15 0:00,10:04:53 AM,HPD,"""Heat or Hot Water Complaint in Apartment""","""Routed to Web Page"""
2476,106461084,2/2/15 0:00,5:36:34 PM,3/1/01,"""IDNYC - Make an Appointment""","""Internal Transfer"""
2477,105710907,1/1/15 0:00,10:02:50 AM,3/1/01,"""Contact Information - Directory Assistance""","""Information Provided"""
2478,105949775,1/13/15 0:00,4:48:42 PM,3/1/01,"""Contact Information - Directory Assistance""","""Information Provided"""
2479,106619310,2/9/15 0:00,11:27:54 AM,DSNY,"""Mattress or Box Spring Disposal""","""Information Provided"""
2480,106100627,1/19/15 0:00,3:31:46 PM,3/1/01,"""IDNYC - Make an Appointment""","""Internal Transfer"""
2481,105799640,1/6/15 0:00,3:35:24 PM,DOF,"""Reclaim a Towed Vehicle - Marshal Information Incomplete""","""Information Provided"""
2482,106028195,1/15/15 0:00,2:51:23 PM,NYPD,"""Dangerous Location or Situation""","""Hot Transfer 911"""
2483,105922739,1/12/15 0:00,7:51:53 AM,DSNY,"""Bulk Item Disposal Information""","""Information Provided"""
2484,105766554,1/5/15 0:00,10:34:18 AM,HPD,"""Heat or Hot Water Complaint in Entire Residential Building""","""Routed to Web Page"""
2485,106346829,1/28/15 0:00,4:33:45 PM,3/1/01,"""Alert Information Provided""","""Alert Information Provided"""
2486,106639258,2/10/15 0:00,2:33:06 PM,DOF,"""NOPV - Annual Notice of Property Value Information""","""Information Provided"""
2487,106682731,2/11/15 0:00,9:22:19 AM,DOF,"""Property Tax Exemption Information""","""Information Provided"""
2488,106585329,2/7/15 0:00,6:10:07 PM,HPD,"""Heat or Hot Water Complaint in Apartment""","""Routed to Web Page"""
2489,105716516,1/1/15 0:00,11:06:30 PM,3/1/01,"""Service Request Status - General""","""Routed to Web Page"""
2490,106184361,1/22/15 0:00,5:42:21 AM,HPD,"""Heat or Hot Water Complaint in Entire Residential Building""","""Information Provided"""
2491,106043504,1/16/15 0:00,10:08:16 AM,DOF,"""Red Light Camera Violation Lookup - Notice of Liability Number or Plate Number Known""","""Routed to Web Page"""
2492,106271296,1/26/15 0:00,8:02:37 PM,3/1/01,"""Contact Information - Directory Assistance""","""Information Provided"""
2493,106790828,2/16/15 0:00,5:26:20 PM,DSNY,"""Garbage Collection - Storm Delays""","""Alert Information Provided"""
2494,106301027,1/27/15 0:00,7:13:37 PM,3/1/01,"""Alert Information Provided""","""Alert Information Provided"""
2495,106371295,1/29/15 0:00,9:10:57 AM,DOF,"""Property Tax Payment Problem""","""Information Provided"""
2496,106525438,2/4/15 0:00,1:19:52 PM,3/1/01,"""Division Transfer""","""Internal Transfer"""
2497,105960188,1/13/15 0:00,3:40:07 PM,DOF,"""Property Tax Account Assistance and Bill Information""","""Information Provided"""
2498,106111431,1/19/15 0:00,8:26:45 PM,NYPD,"""Illegal Parking Complaint""","""CSMS SR"""
2499,106724453,2/13/15 0:00,8:30:12 AM,NYPD,"""Vehicle Blocking Driveway Complaint""","""CSMS SR"""
2500,106521356,2/4/15 0:00,10:35:19 PM,NYPD,"""Vehicle Blocking Driveway Complaint""","""CSMS SR"""
2501,106503420,2/4/15 0:00,9:26:57 PM,NYPD,"""Find a Police Precinct or PSA by Location""","""Information Provided"""
2502,105893909,1/10/15 0:00,10:26:05 AM,DOF,"""Find a Towed Vehicle - Plate Number Known""","""Routed to Web Page"""
2503,106507432,2/4/15 0:00,3:04:59 PM,3/1/01,"""IDNYC - Make an Appointment""","""Internal Transfer"""
2504,106029643,1/15/15 0:00,7:49:02 AM,3/1/01,"""IDNYC - Make an Appointment""","""Internal Transfer"""
2505,106478746,2/3/15 0:00,12:31:35 PM,3/1/01,"""IDNYC - Make an Appointment""","""Internal Transfer"""
2506,106727527,2/13/15 0:00,10:22:25 PM,3/1/01,"""Division Transfer""","""Internal Transfer"""
2507,106182170,1/22/15 0:00,4:54:30 PM,DOF,"""Pay a Parking Ticket - In Person""","""Information Provided"""
2508,106274297,1/26/15 0:00,7:32:27 AM,3/1/01,"""Alert Information Provided""","""Alert Information Provided"""
2509,105897471,1/10/15 0:00,8:34:24 AM,HPD,"""Heat or Hot Water Complaint in Entire Residential Building""","""Routed to Web Page"""
2510,106597259,2/8/15 0:00,2:07:55 PM,NYPD,"""Noise from Neighbor""","""CSMS SR"""
2511,105826415,1/7/15 0:00,11:34:59 AM,DSNY,"""Snow or Ice - Sidewalk Shoveling Rules""","""Information Provided"""
2512,106284870,1/26/15 0:00,9:09:13 AM,DSNY,"""Garbage Collection - Storm Delays""","""Information Provided"""
2513,106347497,1/28/15 0:00,4:43:20 PM,HPD,"""Apartment Maintenance Complaint""","""Routed to Web Page"""
2514,106547676,2/5/15 0:00,7:08:40 AM,HPD,"""Heat or Hot Water Complaint in Entire Residential Building""","""Routed to Web Page"""
2515,105862341,1/8/15 0:00,8:14:08 AM,HPD,"""Apartment Maintenance Complaint""","""Internal Transfer"""
2516,105713037,1/1/15 0:00,12:57:11 PM,DSNY,"""Recycling and Trash Collection Schedules""","""Alert Information Provided"""
2517,106704287,2/12/15 0:00,1:36:28 PM,DOF,"""Parking Ticket Lookup - Ticket or Plate Number Known""","""Routed to Web Page"""
2518,106708869,2/12/15 0:00,2:17:51 PM,DOF,"""Find a Towed Vehicle - Plate Number Unknown - NYPD""","""Routed to Web Page"""
2519,106288013,1/26/15 0:00,1:02:34 PM,3/1/01,"""Alert Information Provided""","""Alert Information Provided"""
2520,105891332,1/9/15 0:00,9:53:49 AM,DOF,"""Parking Ticket Lookup - Ticket or Plate Number Known""","""Routed to Web Page"""
2521,105768331,1/5/15 0:00,7:54:04 PM,HPD,"""Heat or Hot Water Complaint in Apartment""","""Routed to Web Page"""
2522,105715268,1/1/15 0:00,5:52:48 PM,3/1/01,"""New Year's Holiday Information""","""Alert Information Provided"""
2523,106794854,2/16/15 0:00,1:32:19 PM,DSNY,"""Recycling Rules - Metal""","""Information Provided"""
2524,106475837,2/3/15 0:00,7:24:35 PM,HPD,"""Heat or Hot Water Complaint in Apartment""","""Routed to Web Page"""
2525,106544020,2/5/15 0:00,8:31:49 PM,NYPD,"""Find a Police Precinct or PSA by Name""","""Information Provided"""
2526,106761116,2/15/15 0:00,5:54:03 PM,NYPD,"""Noise from Vehicle""","""CSMS SR"""
2527,106227500,1/23/15 0:00,8:54:42 PM,NYPD,"""Find a Police Precinct or PSA by Name""","""Information Provided"""
2528,106073546,1/17/15 0:00,11:54:29 AM,HPD,"""Apartment Maintenance Complaint""","""Information Provided"""
2529,106562068,2/6/15 0:00,10:05:35 AM,DOF,"""Parking Ticket Lookup - Ticket or Plate Number Known""","""Routed to Web Page"""
2530,105903279,1/10/15 0:00,7:25:11 AM,DSNY,"""Snow or Ice on Roadway - Report""","""CSMS SR"""
2531,106392277,1/30/15 0:00,2:59:59 PM,DOF,"""Speed Camera Violation - Lookup Status - Notice of Liability Number or Plate Number Known""","""Routed to Web Page"""
2532,105750182,1/4/15 0:00,7:10:51 AM,3/1/01,"""Service Request Status - General""","""Routed to Web Page"""
2533,106283089,1/27/15 0:00,1:30:57 AM,NYPD,"""Division Transfer""","""Transfer to City Agency"""
2534,105852760,1/8/15 0:00,7:32:31 AM,HPD,"""Heat or Hot Water Complaint in Entire Residential Building""","""Routed to Web Page"""
2535,105727724,1/2/15 0:00,9:45:25 AM,DSNY,"""Recycling and Trash Collection Schedules""","""Information Provided"""
2536,105747287,1/3/15 0:00,5:46:44 PM,DSNY,"""Mattress or Box Spring Disposal""","""Information Provided"""
2537,105830886,1/7/15 0:00,11:03:26 PM,DOF,"""Find a Towed Vehicle - Plate Number Known""","""Routed to Web Page"""
2538,105835552,1/7/15 0:00,9:29:56 AM,DOF,"""Parking Ticket Lookup - Ticket or Plate Number Known""","""Routed to Web Page"""
2539,106784769,2/16/15 0:00,7:14:44 PM,HPD,"""Apartment Maintenance Complaint""","""Routed to Web Page"""
2540,105988742,1/14/15 0:00,9:06:49 PM,DOF,"""Pay a Parking Ticket - In Person""","""Information Provided"""
2541,106334760,1/28/15 0:00,5:24:08 PM,DOF,"""Find a Towed Vehicle - Plate Number Known""","""Routed to Web Page"""
2542,106313591,1/27/15 0:00,5:27:00 AM,3/1/01,"""Alert Information Provided""","""Alert Information Provided"""
2543,106480645,2/3/15 0:00,11:16:21 AM,DOF,"""Property Tax Payment Problem""","""Internal Transfer"""
2544,106719263,2/12/15 0:00,2:48:55 PM,3/1/01,"""IDNYC - Make an Appointment""","""Internal Transfer"""
2545,105725113,1/2/15 0:00,7:56:32 AM,DSNY,"""Dirty Sidewalk""","""Universal Intake SR"""
2546,106750671,2/14/15 0:00,11:57:37 AM,DSNY,"""Litter Basket Request""","""Information Provided"""
2547,105909290,1/11/15 0:00,3:47:28 PM,3/1/01,"""Service Request Status - General""","""Routed to Web Page"""
2548,106570745,2/6/15 0:00,9:11:41 AM,HPD,"""Affordable Housing Information - English""","""Transfer to City Agency"""
2549,106603997,2/8/15 0:00,7:45:56 PM,HPD,"""Heat or Hot Water Complaint in Entire Residential Building""","""Routed to Web Page"""
2550,105698873,1/1/15 0:00,1:52:12 AM,NYPD,"""Noise from Neighbor""","""CSMS SR"""
2551,106536760,2/5/15 0:00,7:48:52 PM,HPD,"""Heat or Hot Water Complaint in Entire Residential Building""","""Routed to Web Page"""
2552,105988688,1/14/15 0:00,10:29:43 AM,HPD,"""Heat or Hot Water Complaint in Entire Residential Building""","""Routed to Web Page"""
2553,106442011,2/2/15 0:00,6:31:25 PM,HPD,"""Heat or Hot Water Complaint in Entire Residential Building""","""Routed to Web Page"""
2554,105727712,1/3/15 0:00,12:28:15 AM,NYPD,"""Noise from Neighbor""","""CSMS SR"""
2555,106787158,2/16/15 0:00,4:40:39 PM,NYPD,"""Noise from Neighbor""","""CSMS SR"""
2556,106071041,1/17/15 0:00,9:25:36 AM,HPD,"""Heat or Hot Water Complaint in Apartment""","""Routed to Web Page"""
2557,106326855,1/28/15 0:00,2:19:36 PM,DSNY,"""Snow or Ice - Sidewalk - Commercial or Residential""","""Universal Intake SR"""
2558,106136731,1/20/15 0:00,2:07:00 PM,DOF,"""Property Tax Payment Plan Application""","""Information Provided"""
2559,106688398,2/11/15 0:00,10:14:21 PM,3/1/01,"""Division Transfer""","""Internal Transfer"""
2560,106062720,1/16/15 0:00,11:30:36 AM,3/1/01,"""IDNYC - Make an Appointment""","""Internal Transfer"""
2561,106621536,2/9/15 0:00,7:32:48 PM,NYPD,"""Illegal Parking Complaint""","""CSMS SR"""
2562,106582069,2/7/15 0:00,2:00:28 PM,NYPD,"""Gas Leak""","""Hot Transfer 911"""
2563,106131030,1/20/15 0:00,3:22:06 PM,NYPD,"""Stolen Property""","""Hot Transfer 911"""
2564,106788715,2/16/15 0:00,4:42:41 PM,3/1/01,"""Washington's Birthday Information""","""Alert Information Provided"""
2565,105831018,1/7/15 0:00,2:50:01 PM,DSNY,"""Electronic Recycling Disposal Information""","""Information Provided"""
2566,106019654,1/15/15 0:00,7:09:44 AM,3/1/01,"""IDNYC - Make an Appointment""","""Internal Transfer"""
2567,106701067,2/12/15 0:00,9:34:00 AM,3/1/01,"""Lincoln's Birthday Information""","""Information Provided"""
2568,106531111,2/5/15 0:00,4:57:52 PM,DOF,"""NOPV - Annual Notice of Property Value Information""","""Information Provided"""
2569,106157947,1/21/15 0:00,7:53:34 AM,DSNY,"""Electronic Recycling Disposal Information""","""Information Provided"""
2570,106549500,2/5/15 0:00,10:46:04 AM,3/1/01,"""IDNYC - Make an Appointment""","""Internal Transfer"""
2571,106247490,1/25/15 0:00,4:59:41 PM,3/1/01,"""Service Request Status - General""","""Routed to Web Page"""
2572,106032679,1/15/15 0:00,8:25:25 AM,HPD,"""Heat or Hot Water Complaint in Entire Residential Building""","""Routed to Web Page"""
2573,106199301,1/22/15 0:00,2:57:40 PM,DOF,"""Parking Ticket Lookup - Ticket or Plate Number Known""","""Routed to Web Page"""
2574,106193430,1/22/15 0:00,2:54:41 PM,DOF,"""DRIE - Status Lookup""","""Internal Transfer"""
2575,106117072,1/20/15 0:00,11:56:37 AM,HPD,"""Residential Building-Wide Maintenance Complaint""","""Routed to Web Page"""
2576,106798474,2/16/15 0:00,1:40:47 PM,NYPD,"""Noise from Neighbor""","""CSMS SR"""
2577,106235326,1/24/15 0:00,1:02:28 PM,DOF,"""Property Tax Account Assistance and Bill Information""","""Information Provided"""
2578,105890279,1/9/15 0:00,12:55:39 PM,HPD,"""Residential Public Area Maintenance Complaint""","""Routed to Web Page"""
2579,106248408,1/25/15 0:00,11:17:48 AM,3/1/01,"""Alert Information Provided""","""Alert Information Provided"""
2580,106429519,2/1/15 0:00,10:36:00 PM,NYPD,"""Noise from Club or Bar""","""CSMS SR"""
2581,106530431,2/5/15 0:00,4:24:32 PM,DOF,"""Find a Towed Vehicle - Plate Number Unknown - Marshal or Sheriff""","""Internal Transfer"""
2582,105835774,1/7/15 0:00,12:24:04 PM,HPD,"""Heat or Hot Water Complaint in Apartment""","""Routed to Web Page"""
2583,106358783,1/29/15 0:00,8:02:31 AM,DSNY,"""Snow or Ice - Sidewalk - Commercial or Residential""","""Universal Intake SR"""
2584,106698916,2/12/15 0:00,12:29:23 PM,DOF,"""Parking Ticket Payment Plan""","""CSMS SR"""
2585,106425724,2/1/15 0:00,6:28:24 PM,HPD,"""Heat or Hot Water Complaint in Entire Residential Building""","""Routed to Web Page"""
2586,105959306,1/13/15 0:00,7:14:35 PM,3/1/01,"""Documents Required to Apply for IDNYC""","""Internal Transfer"""
2587,105829373,1/7/15 0:00,2:11:39 PM,3/1/01,"""City Worker or Agency Complaint or Compliment""","""CSMS SR"""
2588,105710666,1/1/15 0:00,4:40:49 PM,3/1/01,"""New Year's Holiday Information""","""Information Provided"""
2589,106804080,2/17/15 0:00,3:54:50 PM,DOF,"""Fight a Parking Ticket - Appeal Hearing Decision""","""CSMS SR"""
2590,106520687,2/4/15 0:00,10:52:22 AM,3/1/01,"""Contact Information - Directory Assistance""","""Information Provided"""
2591,106069594,1/17/15 0:00,4:10:35 PM,DSNY,"""Bulk Item Disposal Information""","""Information Provided"""
2592,105893019,1/9/15 0:00,11:04:13 AM,HPD,"""Electrical Complaint in Apartment""","""Internal Transfer"""
2593,106657663,2/10/15 0:00,1:21:11 PM,DSNY,"""Recycling and Trash Collection Schedules""","""Information Provided"""
2594,106440874,2/2/15 0:00,10:42:49 PM,DOF,"""Division Referral""","""Agency Closed"""
2595,106181526,1/22/15 0:00,10:43:41 AM,DOF,"""NOPV - Annual Notice of Property Value Information""","""CSMS SR"""
2596,106790266,2/16/15 0:00,2:21:41 PM,3/1/01,"""Washington's Birthday Information""","""Alert Information Provided"""
2597,105751202,1/4/15 0:00,10:00:14 PM,NYPD,"""Report Domestic Violence""","""Hot Transfer 911"""
2598,105827109,1/7/15 0:00,9:02:41 PM,HPD,"""Heat or Hot Water Complaint in Entire Residential Building""","""Routed to Web Page"""
2599,106340456,1/28/15 0:00,3:55:01 PM,DOF,"""Parking Ticket Lookup - Ticket or Plate Number Known""","""Routed to Web Page"""
2600,106485651,2/3/15 0:00,10:20:31 AM,DOF,"""Mortgage Satisfaction""","""Information Provided"""
2601,106342709,1/28/15 0:00,3:08:31 PM,3/1/01,"""Alert Information Provided""","""Alert Information Provided"""
2602,105755036,1/4/15 0:00,12:10:37 PM,DSNY,"""Electronic Disposal Information""","""Information Provided"""
2603,106601839,2/8/15 0:00,4:38:51 PM,NYPD,"""Missing Person""","""Hot Transfer 911"""
2604,106013222,1/15/15 0:00,8:48:39 AM,HPD,"""Heat or Hot Water Complaint in Entire Residential Building""","""Routed to Web Page"""
2605,106175597,1/22/15 0:00,11:30:17 AM,3/1/01,"""Service Request Status - General""","""Routed to Web Page"""
2606,105860188,1/8/15 0:00,9:00:13 AM,HPD,"""Heat or Hot Water Complaint in Apartment""","""Routed to Web Page"""
2607,106111948,1/19/15 0:00,7:59:26 PM,NYPD,"""Noise from Neighbor""","""CSMS SR"""
2608,106295654,1/26/15 0:00,2:58:04 PM,3/1/01,"""Alert Information Provided""","""Alert Information Provided"""
2609,106282504,1/26/15 0:00,1:20:24 PM,HPD,"""Mold Complaint - Apartment""","""Routed to Web Page"""
2610,105783984,1/5/15 0:00,9:04:23 PM,HPD,"""Heat or Hot Water Complaint in Entire Residential Building""","""Routed to Web Page"""
2611,106423221,1/31/15 0:00,9:53:37 PM,3/1/01,"""City Worker or Agency Complaint or Compliment""","""CSMS SR"""
2612,105724836,1/2/15 0:00,8:46:54 PM,HPD,"""Heat or Hot Water Complaint in Entire Residential Building""","""Routed to Web Page"""
2613,106337850,1/28/15 0:00,6:26:30 PM,DSNY,"""Snow or Ice on Roadway - Replowing or Spreading Request""","""Universal Intake SR"""
2614,106758330,2/14/15 0:00,10:43:08 AM,DSNY,"""CFC and Freon Removal - Appointment""","""Information Provided"""
2615,105729023,1/2/15 0:00,9:12:32 PM,3/1/01,"""Division Transfer""","""Internal Transfer"""
2616,106589542,2/7/15 0:00,4:05:29 PM,NYPD,"""Dangerous Location or Situation""","""Hot Transfer 911"""
2617,106694812,2/11/15 0:00,4:24:37 PM,DOF,"""Property Tax Assistance - School Tax Relief (STAR)""","""Internal Transfer"""
2618,106554023,2/6/15 0:00,8:41:02 AM,DSNY,"""Snow or Ice - Sidewalk - Commercial or Residential""","""Internal Transfer"""
2619,106709536,2/12/15 0:00,10:46:19 AM,DOF,"""Property Tax Abatement Information and Assistance - Co-op or Condo Building""","""Information Provided"""
2620,105725258,1/2/15 0:00,11:56:35 AM,DOF,"""Find a Towed Vehicle - Plate Number Known""","""Routed to Web Page"""
2621,106595352,2/8/15 0:00,7:36:12 PM,HPD,"""Water Leak in Apartment""","""Routed to Web Page"""
2622,106610629,2/9/15 0:00,4:24:43 PM,DSNY,"""Garbage Collection - Storm Delays""","""Alert Information Provided"""
2623,106511575,2/4/15 0:00,10:55:17 AM,DSNY,"""Bulk Item Disposal Information""","""Information Provided"""
2624,106758437,2/14/15 0:00,9:18:36 PM,HPD,"""Heat or Hot Water Complaint in Entire Residential Building""","""Routed to Web Page"""
2625,106030482,1/15/15 0:00,11:15:37 AM,3/1/01,"""IDNYC - Make an Appointment""","""Internal Transfer"""
2626,106560369,2/6/15 0:00,6:35:52 PM,DSNY,"""Recycling Rules - Glass""","""Information Provided"""
2627,106158408,1/21/15 0:00,5:27:37 PM,HPD,"""Heat or Hot Water Complaint in Apartment""","""Routed to Web Page"""
2628,106650746,2/10/15 0:00,5:46:20 AM,HPD,"""Heat or Hot Water Complaint in Apartment""","""Routed to Web Page"""
2629,106540439,2/6/15 0:00,1:24:30 AM,NYPD,"""Noise from Club or Bar""","""CSMS SR"""
2630,106100853,1/19/15 0:00,5:09:06 PM,3/1/01,"""City Worker or Agency Complaint or Compliment""","""CSMS SR"""
2631,106183467,1/22/15 0:00,9:07:12 AM,DSNY,"""Electronic Recycling Disposal Information""","""Information Provided"""
2632,105794687,1/6/15 0:00,3:48:12 PM,DOF,"""Fight a Parking Ticket - In Person""","""Information Provided"""
2633,106733098,2/13/15 0:00,8:34:05 PM,NYPD,"""Noise from Vehicle""","""CSMS SR"""
2634,106384407,1/30/15 0:00,8:43:56 AM,HPD,"""Apartment Maintenance Complaint""","""Routed to Web Page"""
2635,106606184,2/8/15 0:00,11:06:32 AM,DSNY,"""Commercial Recycling Regulations Handbook""","""Universal Intake SR"""
2636,106173745,1/21/15 0:00,5:14:50 PM,DSNY,"""Recycling Rules - Paper""","""Information Provided"""
2637,106778328,2/16/15 0:00,12:46:54 PM,HPD,"""Heat or Hot Water Complaint in Entire Residential Building""","""Routed to Web Page"""
2638,106722774,2/13/15 0:00,11:50:59 AM,HPD,"""Heat or Hot Water Complaint in Apartment""","""Routed to Web Page"""
2639,106346396,1/28/15 0:00,4:50:52 PM,DSNY,"""Snow or Ice - Sidewalk Shoveling Rules""","""Information Provided"""
2640,106048865,1/16/15 0:00,10:36:09 AM,DOF,"""Property Tax Account Assistance and Bill Information""","""Information Provided"""
2641,106318273,1/27/15 0:00,3:30:44 PM,3/1/01,"""Alert Information Provided""","""Alert Information Provided"""
2642,106582107,2/8/15 0:00,1:30:45 AM,3/1/01,"""Service Request Status - General""","""Routed to Web Page"""
2643,106154279,1/21/15 0:00,9:59:57 AM,DSNY,"""Electronic Recycling Disposal Information""","""Information Provided"""
2644,105895756,1/10/15 0:00,2:20:48 AM,HPD,"""Heat or Hot Water Complaint in Entire Residential Building""","""Routed to Web Page"""
2645,105782224,1/5/15 0:00,10:20:14 AM,DSNY,"""Christmas Tree Collection""","""Information Provided"""
2646,106218130,1/23/15 0:00,6:59:44 PM,DSNY,"""Recycling and Trash Collection Schedules""","""Information Provided"""
2647,105874755,1/9/15 0:00,12:26:49 PM,DOF,"""Property Tax Abatement Information and Assistance - Co-op or Condo Building""","""Information Provided"""
2648,106068436,1/16/15 0:00,2:45:34 PM,3/1/01,"""IDNYC - Make an Appointment""","""Internal Transfer"""
2649,106035979,1/15/15 0:00,10:05:45 AM,3/1/01,"""IDNYC - Make an Appointment""","""Internal Transfer"""
2650,106345951,1/28/15 0:00,5:41:11 PM,HPD,"""Heat or Hot Water Complaint in Entire Residential Building""","""Routed to Web Page"""
2651,105858434,1/8/15 0:00,5:44:13 PM,NYPD,"""Noise from Neighbor""","""CSMS SR"""
2652,106584942,2/7/15 0:00,3:40:25 AM,3/1/01,"""Outside of 311 Jurisdiction""","""Out of 3-1-1 Jurisdiction"""
2653,106463656,2/2/15 0:00,12:59:59 PM,HPD,"""Elevator Maintenance Complaint in Residential Building""","""Internal Transfer"""
2654,106360256,1/29/15 0:00,9:13:27 AM,HPD,"""Heat or Hot Water Complaint in Apartment""","""Routed to Web Page"""
2655,105729390,1/2/15 0:00,10:04:56 AM,NYPD,"""Dangerous Location or Situation""","""Hot Transfer 911"""
2656,106755038,2/14/15 0:00,10:32:58 AM,DOF,"""Find a Towed Vehicle - Plate Number Known""","""Routed to Web Page"""
2657,106600813,2/8/15 0:00,12:20:23 PM,HPD,"""Apartment Maintenance Complaint""","""Internal Transfer"""
2658,106695038,2/11/15 0:00,11:40:10 AM,NYPD,"""Find a Police Precinct or PSA by Location""","""Information Provided"""
2659,106274300,1/26/15 0:00,10:14:37 AM,DSNY,"""Snow Removal Employment""","""Information Provided"""
2660,106338775,1/28/15 0:00,3:48:56 PM,DOF,"""NOPV - Annual Notice of Property Value Information""","""Internal Transfer"""
2661,105881514,1/9/15 0:00,9:09:04 AM,HPD,"""Heat or Hot Water Complaint in Entire Residential Building""","""Routed to Web Page"""
2662,106334445,1/28/15 0:00,3:37:12 AM,HPD,"""Apartment Maintenance Complaint""","""Internal Transfer"""
2663,105841034,1/8/15 0:00,1:33:42 PM,NYPD,"""Illegal Parking Complaint""","""CSMS SR"""
2664,106382462,1/29/15 0:00,12:23:44 PM,HPD,"""Service Request Status - HPD Status Not Found""","""Routed to Web Page"""
2665,106092877,1/18/15 0:00,1:28:03 PM,3/1/01,"""Contact Information - Directory Assistance""","""Information Provided"""
2666,106756307,2/14/15 0:00,6:39:35 AM,HPD,"""Heat or Hot Water Complaint in Entire Residential Building""","""Routed to Web Page"""
2667,105902938,1/10/15 0:00,12:43:01 PM,DOF,"""Pay a Parking Ticket - By Mail""","""Information Provided"""
2668,106547414,2/5/15 0:00,11:55:03 AM,DOF,"""NOPV - Annual Notice of Property Value Information""","""Information Provided"""
2669,105973313,1/13/15 0:00,7:48:56 AM,DOF,"""Tax Fraud and Evasion""","""Information Provided"""
2670,106421619,1/31/15 0:00,1:34:17 PM,HPD,"""Heat or Hot Water Complaint in Entire Residential Building""","""Routed to Web Page"""
2671,106768496,2/15/15 0:00,10:47:24 AM,NYPD,"""Find a Police Precinct or PSA by Location""","""Information Provided"""
2672,106486931,2/3/15 0:00,6:28:09 PM,DOF,"""Parking Ticket Lookup - Ticket or Plate Number Known""","""Routed to Web Page"""
2673,105869679,1/9/15 0:00,10:47:47 AM,DOF,"""Parking Ticket Lookup - Ticket or Plate Number Known""","""Information Provided"""
2674,106519244,2/4/15 0:00,1:40:43 PM,DOF,"""Real Property Income and Expense (RPIE) Information and Assistance""","""Information Provided"""
2675,106464381,2/2/15 0:00,2:58:11 PM,DOF,"""Booted Vehicle Information""","""Transfer to City Agency"""
2676,106246299,1/25/15 0:00,8:09:19 PM,NYPD,"""Find a Police Precinct or PSA by Name""","""Transfer to City Agency"""
2677,106433989,2/1/15 0:00,9:48:08 PM,DSNY,"""Garbage Collection - Storm Delays""","""Alert Information Provided"""
2678,106473183,2/3/15 0:00,12:57:15 PM,DOF,"""Fight a Parking Ticket - By Mail""","""Information Provided"""
2679,106425073,2/1/15 0:00,8:25:47 PM,HPD,"""Heat or Hot Water Complaint in Entire Residential Building""","""Routed to Web Page"""
2680,105978623,1/13/15 0:00,1:09:34 PM,3/1/01,"""Outside of 311 Jurisdiction""","""Out of 3-1-1 Jurisdiction"""
2681,106250453,1/25/15 0:00,6:46:25 PM,3/1/01,"""Alert Information Provided""","""Alert Information Provided"""
2682,105972520,1/13/15 0:00,5:06:50 PM,DOF,"""Parking Ticket Lookup - Ticket or Plate Number Known""","""Information Provided"""
2683,105826945,1/7/15 0:00,11:25:19 PM,HPD,"""Heat or Hot Water Complaint in Entire Residential Building""","""Routed to Web Page"""
2684,106641765,2/10/15 0:00,11:17:00 PM,NYPD,"""Dangerous Location or Situation""","""Hot Transfer 911"""
2685,106235604,1/24/15 0:00,11:47:03 PM,DSNY,"""Division Information Provided""","""Information Provided"""
2686,106316748,1/27/15 0:00,5:41:20 AM,3/1/01,"""Outside of 311 Jurisdiction""","""Out of 3-1-1 Jurisdiction"""
2687,106216587,1/23/15 0:00,3:38:02 PM,HPD,"""Heat or Hot Water Complaint in Entire Residential Building""","""Routed to Web Page"""
2688,106197748,1/22/15 0:00,5:42:57 PM,NYPD,"""Arrested Person Location - Manhattan""","""Information Provided"""
2689,106087882,1/19/15 0:00,1:54:36 AM,HPD,"""Heat or Hot Water Complaint in Entire Residential Building""","""Routed to Web Page"""
2690,106302407,1/27/15 0:00,7:55:44 AM,3/1/01,"""Alert Information Provided""","""Alert Information Provided"""
2691,106366045,1/29/15 0:00,12:21:42 PM,DSNY,"""Recycling and Trash Collection Schedules""","""Routed to Web Page"""
2692,106379923,1/29/15 0:00,1:07:42 PM,DOF,"""Property Record Information""","""Information Provided"""
